Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.0543763538829358,0.0623729486462366,0.0543763538829358,0.0597070083022117,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.0597070347032784,0.0629060419037578,0.0597070347032784,0.0618392974138259,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.0618392679572507,0.0634390773627647,0.0618392679572507,0.0629060119390487,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.0629059988174741,0.0634390641299979,0.0607731244331408,0.0613061897456646,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.0613061831507992,0.0618392484059798,0.0597069873852575,0.060240052640438,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.0602400673531048,0.0602400673531048,0.058107805811612,0.0586408711969852,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.0586409016410539,0.0597070329652941,0.0559755733304533,0.0570417046546936,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.0570416938167202,0.0570416938167202,0.0549094315733715,0.0554424971342086,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.0554424701098135,0.0565086007118225,0.0549094048088091,0.0565086007118225,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.056508648237226,0.0586409112345385,0.0559755824878978,0.0581078454852104,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05810780343453,0.059173934161663,0.05810780343453,0.059173934161663,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.0591739365823584,0.0591739365823584,0.0575747404262388,0.0586408711969852,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.0586409112345385,0.0586409112345385,0.0581078454852104,0.0581078454852104,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.058107805811612,0.0597070019677316,0.058107805811612,0.0586408711969852,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.059173934161663,0.0607731302523625,0.059173934161663,0.059173934161663,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.059173934161663,0.0597069995252295,0.059173934161663,0.059173934161663,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.0591739769838667,0.0597070427331948,0.0570417139865541,0.0581078454852104,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.058107805811612,0.0597070019677316,0.058107805811612,0.0586408711969852,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.0586408774183565,0.0602400737441393,0.0586408774183565,0.0597070083022117,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.0597069873852575,0.0607731178956186,0.0586408568748963,0.060240052640438,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.0607731244331408,0.0623729335049503,0.0607731244331408,0.0613061897456646,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.0613062317361891,0.0623729762261209,0.0613062317361891,0.0618392974138259,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.0618392974138259,0.0618392974138259,0.0597070347032784,0.0618392974138259,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.0618392776074927,0.0645052182764683,0.0613062121005899,0.0639721527695655,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.0639721465538445,0.0645052120089531,0.0639721465538445,0.0645052120089531,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.0645052184585825,0.0645052184585825,0.0618392777820803,0.0623729564249515,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.0623729564249515,0.0629060219333593,0.0607731467652648,0.0623729564249515,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.0623729335049503,0.0623729335049503,0.0613061897456646,0.0613061897456646,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.0613062075459749,0.0618392730132747,0.0607731420786751,0.0615727379918098,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.0615727636495535,0.0687697658793665,0.0613062330926537,0.0677036345005035,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.0682366703844167,0.0749006040140173,0.0682366703844167,0.0719687417149543,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.0719687577308648,0.0730348888813025,0.0714350790211057,0.0725018233060836,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.0725018132887449,0.0725018132887449,0.0698358726464547,0.0703689381480217,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.0703689344999115,0.0709019999738429,0.0671705416563231,0.0687697380781173,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.0687697658793665,0.0687697658793665,0.0666375031216405,0.0677036345005035,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.0677036345005035,0.0687697658793665,0.067170568811072,0.0677036345005035,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.0677036184726098,0.0677036184726098,0.0671705529093742,0.0671705529093742,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.0677036345005035,0.0687697658793665,0.0677036345005035,0.0677036345005035,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.0677036345005035,0.068236700189935,0.0666375031216405,0.0677036345005035,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.0677036133160941,0.0682366788387298,0.0671705477934584,0.0682366788387298,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.068236700189935,0.068236700189935,0.0677036345005035,0.0677036345005035,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.0677036133160941,0.069835875406637,0.0677036133160941,0.0682366788387298,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.0682366726041859,0.0693028035520487,0.0682366726041859,0.0687697380781173,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.0687697443613655,0.0687697443613655,0.0682366788387298,0.0682366788387298,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.0682366788387298,0.0693028098840012,0.0682366788387298,0.0682366788387298,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.0682366726041859,0.0703689344999115,0.0682366726041859,0.0687697380781173,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.0687697658793665,0.0687697658793665,0.067170568811072,0.0677036345005035,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.0677036184726098,0.0677036184726098,0.0666374873461386,0.0671705529093742,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.0671705809025392,0.0677036466879286,0.0661044493317604,0.0661044493317604,8092800,0.0,0.0
1986-05-22 00:00:00-04:00,0.0661044493317604,0.0666375151171498,0.0661044493317604,0.0661044493317604,4406400,0.0,0.0
1986-05-23 00:00:00-04:00,0.0661044493317604,0.0671705809025392,0.0661044493317604,0.0661044493317604,4089600,0.0,0.0
1986-05-27 00:00:00-04:00,0.066104416748187,0.0682366788387298,0.066104416748187,0.0682366788387298,13881600,0.0,0.0
1986-05-28 00:00:00-04:00,0.068236676141754,0.0703689381480217,0.068236676141754,0.0703689381480217,15523200,0.0,0.0
1986-05-29 00:00:00-04:00,0.0703689322107788,0.0730348726281354,0.0698358667541883,0.0719687417149543,45676800,0.0,0.0
1986-05-30 00:00:00-04:00,0.0725018276376892,0.0757002212800895,0.0725018276376892,0.0746340900659561,27072000,0.0,0.0
1986-06-02 00:00:00-04:00,0.074634085606959,0.074634085606959,0.0725018233060836,0.0725018233060836,19728000,0.0,0.0
1986-06-03 00:00:00-04:00,0.0725018233060836,0.0725018233060836,0.0714350790211057,0.0725018233060836,5011200,0.0,0.0
1986-06-04 00:00:00-04:00,0.0725018071715449,0.0730348726281354,0.0714350631239599,0.0719687417149543,4723200,0.0,0.0
1986-06-05 00:00:00-04:00,0.0719687735129821,0.0730349048972129,0.0714350946861919,0.0730349048972129,13708800,0.0,0.0
1986-06-06 00:00:00-04:00,0.0730349048972129,0.0730349048972129,0.0719687735129821,0.0730349048972129,3427200,0.0,0.0
1986-06-09 00:00:00-04:00,0.073034908714965,0.073034908714965,0.0698359012603759,0.0698359012603759,12672000,0.0,0.0
1986-06-10 00:00:00-04:00,0.0698359012603759,0.0698359012603759,0.0687697698204152,0.0698359012603759,3427200,0.0,0.0
1986-06-11 00:00:00-04:00,0.0698359012603759,0.0698359012603759,0.0687697698204152,0.0698359012603759,2304000,0.0,0.0
1986-06-12 00:00:00-04:00,0.0698358807255523,0.0698358807255523,0.0666374873461386,0.0671705529093742,13708800,0.0,0.0
1986-06-13 00:00:00-04:00,0.0671705529093742,0.0677036184726098,0.0666374873461386,0.0671705529093742,7891200,0.0,0.0
1986-06-16 00:00:00-04:00,0.0671705517736284,0.0677036173278508,0.0661044206651837,0.0666374862194061,9590400,0.0,0.0
1986-06-17 00:00:00-04:00,0.067170568811072,0.0687697658793665,0.067170568811072,0.0677036345005035,13075200,0.0,0.0
1986-06-18 00:00:00-04:00,0.0677036184726098,0.0677036184726098,0.0661044217829029,0.0671705529093742,4348800,0.0,0.0
1986-06-19 00:00:00-04:00,0.0671705517736284,0.0677036173278508,0.0661044206651837,0.0666374862194061,8467200,0.0,0.0
1986-06-20 00:00:00-04:00,0.0666374807958663,0.0671705463067031,0.0666374807958663,0.0669040158390998,3801600,0.0,0.0
1986-06-23 00:00:00-04:00,0.0669040382541722,0.0677036345005035,0.0655713717427775,0.0677036345005035,46195200,0.0,0.0
1986-06-24 00:00:00-04:00,0.0677036184726098,0.0682366840358454,0.0666374873461386,0.0671705529093742,14572800,0.0,0.0
1986-06-25 00:00:00-04:00,0.0671705809025392,0.0677036466879286,0.0661044493317604,0.0661044493317604,15235200,0.0,0.0
1986-06-26 00:00:00-04:00,0.0661044147971767,0.0666374803040794,0.0639721527695655,0.0639721527695655,19152000,0.0,0.0
1986-06-27 00:00:00-04:00,0.063972174116118,0.0645052398008968,0.0629060427465604,0.0634391084313392,10396800,0.0,0.0
1986-06-30 00:00:00-04:00,0.0634391267379511,0.0671705876081892,0.0629060608993456,0.0655713900923729,62352000,0.0,0.0
1986-07-01 00:00:00-04:00,0.0655713900923729,0.0655713900923729,0.0650383242537674,0.0655713900923729,47577600,0.0,0.0
1986-07-02 00:00:00-04:00,0.0655713900923729,0.0655713900923729,0.0650383242537674,0.0655713900923729,52617600,0.0,0.0
1986-07-03 00:00:00-04:00,0.0661044206651837,0.0671705517736284,0.0661044206651837,0.0666374862194061,14140800,0.0,0.0
1986-07-07 00:00:00-04:00,0.0666374803040794,0.0666374803040794,0.0639721527695655,0.0639721527695655,14054400,0.0,0.0
